Symbol,Date,Close,LogReturn
GCWOF,2024-01-03 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-04 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-05 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-08 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-09 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-10 00:00:00+00:00,10.31999969482422,0.0
GCWOF,2024-01-11 00:00:00+00:00,11.279999732971191,0.0889474919150261
GCWOF,2024-01-12 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-16 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-17 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-18 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-19 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-22 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-23 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-24 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-25 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-26 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-29 00:00:00+00:00,11.279999732971191,0.0
GCWOF,2024-01-30 00:00:00+00:00,11.279999732971191,0.0
STEAF,2024-01-03 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-04 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-05 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-08 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-09 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-10 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-11 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-12 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-16 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-17 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-18 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-19 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-22 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-23 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-24 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-25 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-26 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-29 00:00:00+00:00,2.180000066757202,0.0
STEAF,2024-01-30 00:00:00+00:00,2.180000066757202,0.0
TMSNY,2024-01-03 00:00:00+00:00,89.83000183105469,-0.01820139022573
TMSNY,2024-01-04 00:00:00+00:00,88.02999877929688,-0.0202413640187537
TMSNY,2024-01-05 00:00:00+00:00,88.9000015258789,0.0098345080779353
TMSNY,2024-01-08 00:00:00+00:00,92.93000030517578,0.0443343651693288
TMSNY,2024-01-09 00:00:00+00:00,93.66999816894533,0.0079314228199284
TMSNY,2024-01-10 00:00:00+00:00,91.3000030517578,-0.02562712664658
TMSNY,2024-01-11 00:00:00+00:00,90.26000213623048,-0.0114564029601519
TMSNY,2024-01-12 00:00:00+00:00,93.93000030517578,0.0398554091890181
TMSNY,2024-01-16 00:00:00+00:00,91.40599822998048,-0.0272387248000087
TMSNY,2024-01-17 00:00:00+00:00,90.01000213623047,-0.0153903034531349
TMSNY,2024-01-18 00:00:00+00:00,93.88999938964844,0.0422030787674965
TMSNY,2024-01-19 00:00:00+00:00,96.75,0.0300064541401441
TMSNY,2024-01-22 00:00:00+00:00,99.3550033569336,0.0265689967351517
TMSNY,2024-01-23 00:00:00+00:00,99.41999816894533,0.0006539536041159
TMSNY,2024-01-24 00:00:00+00:00,100.41000366210938,0.0099085581137458
TMSNY,2024-01-25 00:00:00+00:00,99.9800033569336,-0.0042916408014297
TMSNY,2024-01-26 00:00:00+00:00,101.0459976196289,0.0106056355831955
TMSNY,2024-01-29 00:00:00+00:00,103.08000183105467,0.0199295684029268
TMSNY,2024-01-30 00:00:00+00:00,102.3939971923828,-0.0066773138286143
CPF,2024-01-03 00:00:00+00:00,19.190000534057617,-0.028764153497527
CPF,2024-01-04 00:00:00+00:00,19.219999313354492,0.0015620299669692
CPF,2024-01-05 00:00:00+00:00,19.190000534057617,-0.0015620299669691
CPF,2024-01-08 00:00:00+00:00,19.209999084472656,0.0010415912719668
CPF,2024-01-09 00:00:00+00:00,18.989999771118164,-0.0115184163501321
CPF,2024-01-10 00:00:00+00:00,19.11000061035156,0.0062992774195998
CPF,2024-01-11 00:00:00+00:00,19.1200008392334,0.000523161325176
CPF,2024-01-12 00:00:00+00:00,19.100000381469727,-0.0010465964913934
CPF,2024-01-16 00:00:00+00:00,18.809999465942383,-0.0152997401041001
CPF,2024-01-17 00:00:00+00:00,18.90999984741211,0.0053022596804813
CPF,2024-01-18 00:00:00+00:00,18.920000076293945,0.0005286930549795
CPF,2024-01-19 00:00:00+00:00,19.010000228881836,0.0047456008842316
CPF,2024-01-22 00:00:00+00:00,19.770000457763672,0.0392004917965718
CPF,2024-01-23 00:00:00+00:00,19.520000457763672,-0.0127260559010312
CPF,2024-01-24 00:00:00+00:00,19.559999465942383,0.0020470328671578
CPF,2024-01-25 00:00:00+00:00,19.579999923706055,0.0010219959027282
CPF,2024-01-26 00:00:00+00:00,19.61000061035156,0.0015310381269203
CPF,2024-01-29 00:00:00+00:00,19.81999969482422,0.0106518421717161
CPF,2024-01-30 00:00:00+00:00,19.81999969482422,0.0
VZLA,2024-01-03 00:00:00+00:00,1.1549999713897705,-0.0629138656882303
VZLA,2024-01-04 00:00:00+00:00,1.2200000286102295,0.0547505629931776
VZLA,2024-01-05 00:00:00+00:00,1.2899999618530271,0.055791306606111
VZLA,2024-01-08 00:00:00+00:00,1.3799999952316284,0.0674413069114879
VZLA,2024-01-09 00:00:00+00:00,1.309999942779541,-0.052056402180452
VZLA,2024-01-10 00:00:00+00:00,1.309999942779541,0.0
VZLA,2024-01-11 00:00:00+00:00,1.3600000143051147,0.0374576167331077
VZLA,2024-01-12 00:00:00+00:00,1.4299999475479126,0.0501896973256065
VZLA,2024-01-16 00:00:00+00:00,1.3600000143051147,-0.0501896973256065
VZLA,2024-01-17 00:00:00+00:00,1.2999999523162842,-0.0451204824787183
VZLA,2024-01-18 00:00:00+00:00,1.3799999952316284,0.0597192679260626
VZLA,2024-01-19 00:00:00+00:00,1.2699999809265137,-0.0830666102617649
VZLA,2024-01-22 00:00:00+00:00,1.2699999809265137,0.0
VZLA,2024-01-23 00:00:00+00:00,1.350000023841858,0.0610877246589666
VZLA,2024-01-24 00:00:00+00:00,1.3600000143051147,0.0073801001554539
VZLA,2024-01-25 00:00:00+00:00,1.3799999952316284,0.0145987854473442
