Symbol,MeanLogReturn,StdLogReturn,MinLogReturn,MaxLogReturn
ABT,0.0017110976095957523,0.010355368526138069,-0.0287424991710944,0.0150527020431256
ABTI,0.01814106399047431,0.05520629401960679,0.0,0.2015793662083221
ABTS,-0.009765926991749722,0.06874738768259905,-0.167054026308968,0.1222895519599254
ABTZY,-0.006931246197005316,0.03021260172554678,-0.131693677743101,0.0
ABUS,-0.0027103409011059675,0.023416698598692196,-0.0353671106980287,0.0650635302441503
ABVC,0.009960104883548409,0.14188686903287476,-0.3139302950222366,0.4751983792091627
ABVG,,,,
ABVX,0.00914724680193572,0.022504152495352012,-0.0314081609912014,0.054234807569765
ABXXF,-0.000588669663451821,0.018263912939017933,-0.0369331735966625,0.0344610222205526
AC,-0.0008489169370930896,0.008413722760083512,-0.0152894588192254,0.0131908923035978
ACA,-0.0011940089404880105,0.01571066002763201,-0.037004416872587,0.0229142566928276
ACAB,0.0011805697891865098,0.020653372662443544,-0.0587075673645206,0.0550597241654192
ACAD,-0.007365273953640425,0.02146033302629307,-0.0453713784827619,0.0220273357378747
ACAN,0.007681784805739193,0.18128014535352596,-0.4137639278559973,0.4877032026105096
ACAZF,-0.004976766602081921,0.013367952668574727,-0.0328650368527081,0.0162228382387934
ACB,-0.009573714902478284,0.02998356679865332,-0.0796674388817114,0.0480497719139827
ACBD,0.025668590043509933,0.1118867900228341,0.0,0.4877032108266887
ACCD,0.00030335569066233147,0.07135222681876148,-0.0826916561892014,0.2546555552703887
ACCMF,0.007400938304973548,0.03134954919409246,0.0,0.136808212184433
ACCO,-0.0006758555611728892,0.016932391380567513,-0.0361286901352711,0.0314335329127755
ACCR,0.005545293701737043,0.31371831263285255,-0.5877866002269413,0.8109302243007263
ACCYY,0.0029850650995417896,0.009502179459307352,-0.0092166776725773,0.020592728687155
ACDC,0.0019423432787069946,0.032440534377392624,-0.067940224658401,0.0700285992878746
ACDSF,-0.0043283226895626,0.01693149329984224,-0.0373876081072533,0.0318933325926575
ACDVF,-0.000400385324355784,0.02095147532829123,-0.0457266902409764,0.0362900169071526
ACDXF,0.001513126895982308,0.2118418190471334,-0.4942963299574909,0.6733446279318933
ACEL,0.0005065609696836476,0.01515223001143167,-0.0444957034885813,0.0231282799852559
ACES,-0.008287980227305647,0.020590193037311612,-0.0379311624872321,0.040011982880976
ACET,0.019111674794580317,0.1213699837451372,-0.1328209136948797,0.3382128794134644
ACEYY,0.020757939605743635,0.09048176101755705,0.0,0.3944008525091291
ACFN,-0.005413547356877632,0.03934132422024417,-0.0974553511692062,0.0536527000429228
ACGBF,0.0028456404729210578,0.008524606985893534,0.0,0.0273989473391759
ACGBY,0.0007190980366749423,0.01418292886426523,-0.0189679353248202,0.0383433191669425
ACGL,0.003392409124947848,0.009055330472480649,-0.0126575865377067,0.0240251572230845
ACGLN,0.0008475447869038738,0.00503889023116417,-0.0060120841912789,0.0115087352436934
ACGLO,-0.0004016000922727578,0.005800509638243468,-0.0081738693419539,0.0129067160243884
ACGX,0.006922190394000186,0.06968884272915071,-0.1409511728285873,0.1177830977445545
ACGYF,0.0006847051652293578,0.002984560621355091,0.0,0.0130093981393578
ACHC,0.003937871622040826,0.016255282499945675,-0.0203957219215422,0.0435567428022577
ACHFF,0.0008527358191874371,0.019388755345836294,-0.0307716296385173,0.0415764980883803
ACHL,0.001075370884454436,0.03701112583213607,-0.0652405253932173,0.074963037680313
ACHR,-0.008007615637888437,0.031593157919470184,-0.0786598687461588,0.0536374786980651
ACHV,0.009237039146681936,0.03973528972186342,-0.0478078585014816,0.1219257786089001
ACI,-0.0027445599016258054,0.008105906968215176,-0.0186671273323916,0.0219403263345955
ACIC,0.009451129228594089,0.04854463160288491,-0.0521682489844911,0.1850141877124526
ACIO,0.0017391397018958787,0.004206152662551803,-0.0048543736892071,0.0106238205874931
ACIU,-0.019304084121950827,0.04666699141949088,-0.0906336531987674,0.1291408549809897
ACIW,0.0008591699176966945,0.015896854387643208,-0.0283777505347872,0.0261854125590336
ACKAY,-0.0033983790990630204,0.02412475166048416,-0.0998032302685991,0.0251699297783547
ACKRF,-0.005545288990660958,0.04263426159355761,-0.1053604908225583,0.1053604908225584
ACLHF,-0.004535666172594759,0.05801093053624347,-0.0918075291435937,0.1143047852235317
ACLIF,0.0072517384166727785,0.03160959492326829,0.0,0.1377830299167828
ACLLF,-0.0010758261235095476,0.011920997216344766,-0.0316914954115099,0.0225532792263152
ACLLY,0.0016677744018204158,0.01540242985989506,-0.0339369973137193,0.0234926867491695
ACLS,0.003545046637035837,0.02981211369463857,-0.0404189251618219,0.0471530728110492
ACLX,0.0065902887115471525,0.02994153454804579,-0.0470896802453489,0.0569898718184677
ACM,-0.0010916943252669055,0.010331584822519198,-0.0266682876106319,0.0118276516149945
ACMB,0.0425700858937079,0.1855587024285191,0.0,0.80883163198045
ACMR,-0.0018942520917692115,0.05274183461284415,-0.0647690244889791,0.1313269317974504
ACN,0.0035745307255132105,0.010634627792454353,-0.0262850237075475,0.0237409574228421
ACNB,-0.004236396159049621,0.03317275606488723,-0.0752904793871968,0.0627860706169104
ACNDF,-0.003949220558214973,0.01026668748415002,-0.0372713589129907,0.0
ACNFF,-0.0005755112504501368,0.0017258068528888029,-0.0057127500132087,0.0
ACNT,0.0025167278374834787,0.025730893778966805,-0.0560894368158146,0.0572694209132835
ACOGD,0.014420461989738632,0.056824360480224566,-0.1167242743081414,0.1021249819396497
ACON,-0.016297945402124824,0.1335064974221561,-0.1938822946449153,0.4205429637417268
ACOPF,0.004945064096547073,0.028787526433696146,-0.0531932845388387,0.06971464913417
ACOPY,0.005877720238060832,0.033993871900655004,-0.0611868162472718,0.1202861336073263
ACP,0.0009274518258817109,0.007710437628090065,-0.0161175844722768,0.0130911182424327
ACR,0.0009024298208582998,0.02414254984005105,-0.0497512429669666,0.0618116788106629
ACRDF,-0.01310446335964396,0.09293720959892625,-0.1944639167174207,0.1310282480280907
ACRE,-0.0004127984277777577,0.01630753780777777,-0.0319639734573128,0.0235074262576773
ACRFF,0.002633817451750295,0.01734027712503857,-0.0256357095199183,0.0663750698721968
ACRG,-0.013227075172679242,0.02981686238868359,-0.0630581585393103,0.0571584138399486
ACRHF,0.006421841283175242,0.08164051102469946,-0.0915671858707842,0.1999764906108089
ACRL,0.020383305202068845,0.09297503127545774,-0.1823215567939546,0.2231435254441374
ACRS,0.007464751177826572,0.09105629515264173,-0.241872518813393,0.2274631568490784
ACRU,-0.017282379353958332,0.0517700355992765,-0.1658463062766776,0.0
